PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
1XTVT,8/p1kN4/8/b1Q2pB1/4bP2/1P2P2P/P4rPK/q7 b - - 0 45,e4c6 c5a5 c7d6 e3e4,2922,97,93,1745,crushing hangingPiece master middlegame short,https://lichess.org/4VdN1l4D/black#90,
LkG8N,4k2r/1rq1bppp/p1b2n2/1pQ5/5B2/2N5/PPP2PPP/R3R1K1 b k - 5 17,c7f4 c5c6 b7d7 c6a8 d7d8 e1e7 e8e7 a1e1 f6e4 e1e4 f4e4 a8e4,2921,113,88,450,advantage attraction deflection fork hangingPiece middlegame veryLong,https://lichess.org/riHfFgLi/black#34,Sicilian_Defense Sicilian_Defense_Closed
5gvYV,5nR1/4kP2/4B3/1KP5/8/8/1P5p/7r w - - 0 59,g8f8 e7f8 c5c6 h1c1 e6d5 c1d1 c6c7 d1d5,2919,94,93,187,advantage endgame hangingPiece veryLong,https://lichess.org/1y9ugUQn#117,
0mICY,8/R7/1p2p1k1/6p1/2Pp4/3PnK2/P6b/6R1 w - - 0 40,a7a6 h2g1 f3g3 e3f5 g3g2 g1e3 a2a4 f5h4 g2g3 g6h5 a6b6 e3f4 g3f2 g5g4 b6b5 e6e5 f2e2 g4g3,2918,111,88,403,clearance crushing endgame exposedKing hangingPiece quietMove veryLong,https://lichess.org/5vGPq9l6#79,
RGkfS,8/k3r1p1/2KP1p1p/1R3P1P/2P5/q7/8/8 b - - 0 53,a3g3 d6e7 g3f3 c6c7 f3f4 c7d8 f4d4 b5d5,2917,98,94,576,advancedPawn crushing endgame hangingPiece queenRookEndgame veryLong,https://lichess.org/DI3ALkbW/black#106,
82Sek,1n2R3/r4p1k/3Q2np/q1pP4/B7/2b3B1/1PP3P1/1K5R w - - 0 29,b2c3 a5a4 h1h6 h7h6 e8h8 h6g5 g3h4 g6h4 d6e5 g5g4,2917,97,91,798,advantage defensiveMove hangingPiece middlegame veryLong,https://lichess.org/zkDo0QYp#57,
w38B4,4K3/3P1rk1/6p1/1N5p/8/1P6/8/8 b - - 2 52,f7d7 e8d7 h5h4 b5c3 g7f6 b3b4 h4h3 c3e2 f6g5 e2g1 g5g4 g1h3 g4h3 b4b5 g6g5 b5b6 g5g4 b6b7 g4g3 b7b8q,2917,101,89,168,advancedPawn crushing endgame hangingPiece promotion quietMove veryLong,https://lichess.org/biRi7LId/black#104,
esDo7,2r2rk1/1b3p2/4p1p1/3pP2p/2Pq1P1Q/p2B3R/6PP/5R1K w - - 0 30,d3g6 f7g6 h3g3 d4e4 h4h5 c8c7 g3g6 c7g7,2916,110,90,723,crushing hangingPiece middlegame veryLong,https://lichess.org/VOoe7DMs#59,
kztGw,3r3r/6pp/2p1p1k1/p7/P3b2Q/1P2q3/5RPP/5B1K b - - 3 35,e3g5 h4e4 g6h6 h2h4 g5c1 g2g4 h8f8 g4g5 h6h5 e4e2,2916,111,87,482,crushing exposedKing hangingPiece middlegame quietMove veryLong,https://lichess.org/a6OLLblE/black#70,
QiHvK,5rk1/pQ4pp/8/3p3q/P1pP4/2P4P/5rP1/R5RK b - - 0 29,f2g2 h1g2 f8e8 a1f1 e8e2 f1f2 e2f2 g2f2 h5f5 f2e1,2916,112,89,455,crushing defensiveMove endgame hangingPiece quietMove veryLong,https://lichess.org/iZfxqrAJ/black#58,
RI4X7,2k1r2r/ppp2p2/1q3n2/n4p2/P4Pp1/B3P1P1/3Q1KB1/1R2R3 b - - 3 24,b6e6 d2a5 h8h2 b1b2 h2g2 f2g2,2915,113,89,790,advantage hangingPiece long middlegame,https://lichess.org/mdJdHyfr/black#48,
kU5Qr,6R1/8/8/P7/3p4/3K4/2P2rp1/5k2 w - - 4 52,g8g2 f1g2 a5a6 g2g3 a6a7 f2f3,2915,97,92,251,crushing endgame hangingPiece long rookEndgame,https://lichess.org/rI47P0Yh#103,
Sagj4,r1b2k2/pp3ppp/1b3n2/8/3P4/2q2N1P/3N1PP1/R2Q1RK1 w - - 0 19,d2e4 f6e4 d1b1 c3c6 f3e5 c6d5 b1b6 a7b6,2913,100,80,208,crushing hangingPiece middlegame quietMove veryLong,https://lichess.org/QEA7fZah#37,
b7A9I,5b2/1r3r1k/R5R1/3NpNp1/3pP1Pp/5P1P/4Q1K1/2q5 w - - 8 51,d5f6 h7g6 f6d7 g6h7 d7f8 h7g8,2913,111,88,564,crushing hangingPiece long middlegame,https://lichess.org/umaeWVRz#101,
8lcTs,4r1k1/p4pp1/1pb4p/8/1PN5/PB3PK1/R5PP/2n5 w - - 4 28,a2c2 c1b3 c4d6 e8e6 c2c6 g8h7,2913,106,88,688,advantage defensiveMove endgame hangingPiece long,https://lichess.org/FoQyptqY#55,
L126b,Q7/1pk2P2/p4P2/2bp4/8/2N1q2b/PP1K1R1P/R7 w - - 8 32,d2c2 e3f2 c2b3 f2d4 c3b5 a6b5 a8a5 c7c6,2913,95,89,1450,crushing defensiveMove hangingPiece middlegame veryLong,https://lichess.org/U8hGRfbv#63,
sekya,r3r1k1/pp4pp/5p2/q1npNb1P/8/2P5/PP1NQPP1/2KR1B1R w - - 0 16,e2f3 e8e5 g2g4 a5a2 g4f5 c5a4 d2c4 b7b5,2913,116,84,306,crushing hangingPiece middlegame veryLong,https://lichess.org/LCFmK7qn#31,French_Defense French_Defense_Other_variations
UfYHx,1r6/3Q2p1/P2bP1p1/k2p1n2/3P3q/2P1P2P/P1N3P1/1R3RK1 w - - 1 30,f1f3 b8b1 f3f1 b1f1 g1f1 h4e4,2912,115,86,449,crushing hangingPiece kingsideAttack long middlegame,https://lichess.org/uKK8sfvQ#59,
DonI0,5r1k/5nRp/2B3pP/p1p5/6K1/P1P1P3/4P3/8 w - - 6 29,g7f7 f8f7 e3e4 f7f2 c6d5 f2e2 g4f4 a5a4,2909,109,80,186,crushing defensiveMove endgame hangingPiece veryLong,https://lichess.org/lMyDLKi6#57,
Ms3b9,r2q1rk1/ppp2p2/2np1n1p/2b1p3/2B1P1bR/3P1N2/PPPQ1P2/R3K3 b Q - 1 14,c5f2 e1f2 h6h5 d2h6 d6d5 a1g1,2908,109,90,663,crushing hangingPiece long middlegame,https://lichess.org/84dGe588/black#28,Italian_Game Italian_Game_Giuoco_Pianissimo
RhiVy,8/5RK1/1p6/6p1/8/3r2k1/8/8 b - - 4 67,d3d7 f7d7 g5g4 g7h6 g3f2 d7f7,2908,103,86,192,crushing endgame hangingPiece long master rookEndgame,https://lichess.org/0kj3NZb1/black#134,
faVDq,8/8/8/1K1k4/1PRP4/8/8/3r4 w - - 8 66,b5b6 d5c4 b6c6 d1c1 d4d5 c4d4,2908,95,85,207,crushing discoveredAttack endgame hangingPiece long quietMove rookEndgame,https://lichess.org/kAfMip02#131,
0wbQ5,rnbq1rk1/ppp1b1pp/3p4/3pP3/3P3P/3B1NP1/PPP5/R1BQK2R w KQ - 0 12,d3h7 g8h7 f3g5 h7g8 d1h5 c8f5 e1g1 d8c8 g3g4 f5c2 g5f7 c2h7 f7h6 g7h6,2907,110,83,859,advantage clearance hangingPiece opening quietMove veryLong,https://lichess.org/fc9jx107#23,Dutch_Defense Dutch_Defense_Raphael_Variation
1fRtS,r3r1k1/ppp3pq/3b2P1/5n2/6Q1/P4N2/1P4P1/4RRK1 b - - 0 26,h7h6 g4f5 e8f8 f5d5 g8h8 f3e5 f8f1 g1f1,2906,113,87,1072,crushing hangingPiece middlegame quietMove veryLong,https://lichess.org/Y9frFGWe/black#52,
nZH5y,8/6p1/3k3p/2b2K1P/2P5/1p1N2P1/5P2/8 b - - 0 37,c5f2 d3f2 d6c5 f5e4 c5c4 f2d3,2906,116,88,466,crushing defensiveMove endgame hangingPiece long,https://lichess.org/VPYktFbm/black#74,
CFdeJ,8/p3k3/1p2r2p/3pN1p1/3P4/P4P1P/1P3KP1/8 b - - 0 28,e6e5 d4e5 e7e6 h3h4 e6e5 h4g5 h6g5 f2e3 d5d4 e3e2 e5f4 e2f2,2904,98,92,426,advantage defensiveMove endgame hangingPiece veryLong,https://lichess.org/9s7U3PQB/black#56,
5EA1q,8/8/2pk4/3p4/PP2p3/3Q4/8/6K1 w - - 0 43,b4b5 e4d3 g1f2 c6c5 a4a5 d6c7,2904,108,87,240,crushing defensiveMove endgame hangingPiece long quietMove,https://lichess.org/ZbXP58qZ#85,
O0MMg,4k1n1/6P1/5p2/1p2n2P/1p2Q2p/6q1/PPr5/2BNR2K w - - 0 36,e4c2 g3e1 h1g2 h4h3 g2h3 e1h1 h3g3 h1f3 g3h2 f3g4,2903,109,90,1467,advantage attraction exposedKing hangingPiece master middlegame veryLong,https://lichess.org/8e3cBwKc#71,
Nr0yF,5rkr/1p2n1p1/pq2P1N1/1n1p3p/1P6/P2p3Q/2P2RPP/5RK1 b - - 1 27,f8f2 g6e7 g8f8 e7d5 d3d2 f1f2,2902,99,89,316,advantage hangingPiece kingsideAttack long middlegame pin,https://lichess.org/qzmu1Chw/black#54,
CCQZP,2r1r3/6k1/p5p1/1pqP1p2/2P1p3/PP6/2K1QP2/R5R1 w - - 2 41,g1g6 g7g6 a1g1 g6f6 e2d2 f6f7 d2f4 c5d5,2902,108,89,1622,crushing endgame hangingPiece pin veryLong,https://lichess.org/14vrCDP2#81,
CNZxf,3r4/3P1rkp/p3Q3/1pp3P1/5p2/4pP1R/P1q1B3/3R1K2 w - - 2 30,h3h7 c2h7 f1g2 h7f5 e6h6 g7g8 e2d3 f5e5,2901,103,90,1166,advantage hangingPiece middlegame veryLong,https://lichess.org/7AR5N2Eh#59,
Zb8ci,r4rk1/1p2bppp/p1np1n2/3N1P2/2B5/4BQ2/PqP3PP/R4RK1 b - - 1 14,c6e5 d5e7 g8h8 f3f4 e5c4 e3d4,2901,111,87,495,crushing hangingPiece kingsideAttack long middlegame,https://lichess.org/VL3uWfaP/black#28,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
nwm7V,r1bqk2r/1p3pp1/p2p3p/2nNb3/3NP3/1B6/PPP3PP/R2Q1R1K w kq - 0 16,f1f7 e8f7 d1h5 g7g6 d5f4 f7e8 h5g6 e8d7,2901,117,90,1510,crushing defensiveMove hangingPiece middlegame veryLong,https://lichess.org/BhkHvCAw#31,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
6UlGu,3r2kr/pp3qpp/8/2Q2b2/8/2P2PP1/PP1N2K1/4R2R w - - 9 26,e1e7 d8d2 g2f1 f7g6 c5c4 g8f8,2901,121,87,832,advantage hangingPiece long middlegame,https://lichess.org/dJOc9hVW#51,
qj6KY,1n1r1n1r/N2k4/3p4/Q1pb2p1/5NPp/6qP/PP2BR2/R5K1 w - - 6 30,f2g2 g3f4 e2b5 d7e7 a5c7 b8d7 a1f1 f4e3,2901,102,85,316,crushing hangingPiece middlegame veryLong,https://lichess.org/lIzfDN1z#59,
5VDJp,5r1k/1R5p/p3p3/1p1pNp1b/3PnP1K/1P2P2P/P1Q2RP1/4q3 b - - 16 37,e4f2 h4h5 f2e4 b7h7 h8h7 c2c7 h7g8 e5g6,2901,115,84,460,attraction crushing hangingPiece kingsideAttack middlegame veryLong,https://lichess.org/LtRyrFwF/black#74,
JP1co,r4rk1/ppp2Np1/1b1p3p/4n2Q/8/2pB2q1/PP5N/R1B2R1K w - - 1 19,c1h6 g3d3 f7e5 d6e5 h6g7 d3e4,2901,114,90,991,advantage hangingPiece long middlegame,https://lichess.org/PslKT7qC#37,Italian_Game Italian_Game_Classical_Variation
XSPEc,r6k/7p/PP3b2/6p1/4P2q/2P3n1/6P1/R3Q1K1 b - - 0 44,f6c3 e1c3 h8g8 c3c4 g8g7 a1a3 a8d8 c4c7,2899,108,87,187,crushing endgame hangingPiece veryLong,https://lichess.org/PTaPzIcu/black#88,
kIpJE,1k4q1/1p6/pP3R2/3pP3/b2Pp2p/2N1P1pP/2r3P1/4Q1K1 b - - 6 30,g8c8 c3a4 c2c1 e1f1 c1f1 f6f1,2899,92,92,862,crushing endgame hangingPiece long,https://lichess.org/W3YVErqW/black#60,
q92b8,r6k/pp4p1/2pb3p/5p1q/3PB1b1/PQ2PN2/1P3P2/2R1R1K1 w - - 2 24,b3b7 f5e4 c1c5 h5h3 c5g5 a8g8,2898,111,88,359,crushing defensiveMove hangingPiece long middlegame,https://lichess.org/KAkuvpcR#47,
WRLP0,2k2b1r/1b2Pp1p/p4Q2/2p5/1q2P3/1B6/P3r1PP/R4RK1 b - - 0 20,f8e7 f6h8 e7d8 b3d5 b7d5 e4d5 b4g4 f1f2 e2f2 g1f2 f7f6 a1e1,2898,110,89,1292,crushing defensiveMove hangingPiece middlegame veryLong,https://lichess.org/iIzRyGYU/black#40,
MfiAX,r4r1k/1pq2p2/p1b1p2b/4PR1Q/4NP2/2P5/PP6/R5K1 b - - 0 32,c6e4 h5h6 h8g8 f5g5 e4g6 g1h2,2898,101,83,191,advantage defensiveMove exposedKing hangingPiece long middlegame,https://lichess.org/PPamlQGP/black#64,
CUfcC,r2q1rk1/pp2bpp1/2bp3p/2pn1P2/8/2NP3N/PPP3PP/R1BQ1RK1 w - - 1 13,c1h6 g7h6 d1g4 g8h8 c3d5 c6d5 g4h5 e7g5 f5f6 g5e3 g1h1 d5c6 a1e1 f8g8,2898,117,88,1517,advantage hangingPiece opening quietMove veryLong,https://lichess.org/CC7BawI0#25,Sicilian_Defense Sicilian_Defense_Closed
OPueK,R3bk2/R7/3p1qn1/2pP1p1p/1pP1pP2/1P2N1PP/4BK2/8 b - - 8 44,g6f4 g3f4 f6h4 f2g1 h4e1 g1h2 e1e2 e3g2,2897,105,84,252,crushing defensiveMove hangingPiece master middlegame veryLong,https://lichess.org/47q0iL4l/black#88,
ugJ6s,2r1r3/1p3p1k/p2q1n2/3N1bQP/2BP4/PP3P2/6K1/R6R b - - 0 30,f6d5 g5f5 h7h6 c4d5 e8e2 g2f1 c8c2 f3f4 e2f2 f1g1 f2f4 f5e5 d6e5 d4e5 f4g4 g1f1,2897,115,87,299,advantage hangingPiece intermezzo middlegame quietMove veryLong,https://lichess.org/O3aVCd27/black#60,
rTeVx,r1b1k2r/p2ppp1p/4P1p1/q1p5/1nP2b2/P1Q5/1P1B2PP/RN2KB1R b KQkq - 0 13,f7f6 d2f4 b4c2 e1f2 a5c3 b1c3,2896,117,90,1341,advantage hangingPiece long opening,https://lichess.org/qlVISvWv/black#26,Sicilian_Defense Sicilian_Defense_Accelerated_Dragon
4FXQn,4r2k/3Q4/pp4q1/7p/5BpP/2b3P1/P3p2N/4R1K1 w - - 2 41,e1e2 e8e2 d7c8 h8h7 c8c3 g6c2 c3c2 e2c2,2896,108,81,285,crushing hangingPiece middlegame veryLong,https://lichess.org/bRLtsqLi#81,
OSsNe,8/5Pk1/3r2Pp/p3p1b1/Ppp1P1q1/5N2/1PP1Q3/1K5R w - - 3 31,e2c4 g4f3 b1a2 f3f6 h1f1 g5f4,2896,101,91,1340,advantage defensiveMove endgame hangingPiece long master,https://lichess.org/Anahmf3M#61,
amzVg,r2q1rk1/p1p1p1bp/bp1p1np1/3P2B1/2P1p3/1P6/P3BPPP/RN1Q1RK1 b - - 1 16,f6d5 d1d5 g8h8 b1a3 f8f5 d5d2,2896,113,91,2267,advantage hangingPiece long opening quietMove,https://lichess.org/7u259yH9/black#32,Modern_Defense Modern_Defense_Other_variations
kHX6I,r1b2k1r/ppppnBpp/2n5/2b3B1/8/2Q2N2/PP1N1PqP/R2KR3 b - - 0 12,f8f7 c3c5 h8e8 g5e7 e8e7 e1g1 g2g1 f3g1,2895,84,92,1078,advantage hangingPiece middlegame veryLong,https://lichess.org/Csr3vj5D/black#24,Center_Game Center_Game_von_der_Lasa_Gambit
4TjIV,5rk1/ppp3pp/4b3/3nQ3/1qP5/5N2/PP3rPP/2KR1B1R b - - 4 17,d5e3 e5e6 g8h8 d1d2 f8f3 f1e2,2895,119,88,443,advantage fork hangingPiece long middlegame,https://lichess.org/p2UnPSqb/black#34,Scandinavian_Defense Scandinavian_Defense_Other_variations
yjLzf,1R6/3Q2p1/5p1p/8/5b2/2r1p2P/6PK/2k5 w - - 0 57,g2g3 f4b8 h2g2 c3c2 g2f3 e3e2,2895,100,88,931,advancedPawn crushing endgame hangingPiece long,https://lichess.org/4KANp1Na#113,
Ophk8,8/8/5p2/8/2BkP3/r2N1K2/8/8 w - - 9 47,e4e5 d4c4 e5f6 c4d3 f3f4 d3d4 f6f7 a3a8 f4f5 d4d5 f5f6 d5d6,2894,114,80,282,crushing defensiveMove endgame hangingPiece pin quietMove veryLong,https://lichess.org/DwOOIMyh#93,
LY0dE,r2q3k/1p1b1Q1p/2p2b2/p4p1B/3p1P2/1P1P4/PB4PP/4R1K1 w - - 7 23,b2d4 f6d4 g1h1 d4c5,2894,100,91,398,advantage defensiveMove hangingPiece master middlegame short,https://lichess.org/n9OaRPDp#45,
EzVw6,3r3k/1R4bp/3B2p1/2P3q1/3np3/5p1B/2r2P1Q/5R1K w - - 2 39,b7g7 h8g7 f1g1 g5d5 d6e5 g7g8,2894,100,86,207,crushing defensiveMove hangingPiece long middlegame,https://lichess.org/KnHvaLSN#77,
3kwLg,2r3k1/2BN1pp1/p3p2p/1p1b4/3b1Q2/2R2P1K/1P4PP/4q3 b - - 3 32,g7g5 f4d4 e6e5 d7f6 g8h8 c7e5 d5e6 f6g4 h8h7 d4d3 f7f5 g2g3,2893,108,87,264,crushing defensiveMove discoveredAttack fork hangingPiece middlegame pin veryLong,https://lichess.org/TzFXqm6n/black#64,
0Py09,8/8/8/k2BPK2/5P2/r7/7p/8 b - - 1 54,h2h1q d5h1 a5b6 e5e6 b6c7 f5e5,2893,116,88,603,crushing defensiveMove endgame hangingPiece long,https://lichess.org/Drjl5Rkl/black#108,
qUMyn,k1r5/8/1p1pq3/3Pp3/1P3n1p/PK3B1R/5rP1/4Q1R1 b - - 0 38,f4d5 e1f2 e5e4 f3e4 e6e4 g1d1 e4c4 b3b2,2893,116,91,1830,advantage hangingPiece master masterVsMaster middlegame veryLong,https://lichess.org/1NtIgjmJ/black#76,
NyUDf,2kr1r2/p2n1pQp/2p1p2B/2bpPq2/8/5N2/P4PPP/2RR2K1 w - - 0 19,c1c5 d7c5 f3d4 f5h5 g2g4 h5h4 g7g5 h4g5,2892,108,87,503,advantage hangingPiece middlegame veryLong,https://lichess.org/eUUX0VTd#37,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack
NNFG5,r2q1rk1/pp4pp/2n1p3/3pP2b/3P1Nn1/3BB3/PP5P/R2Q1RK1 b - - 1 17,g4e3 d1h5 g7g6 d3g6 d8d7 g1h1 e3f1 a1f1 h7g6 h5g6 d7g7 g6e6,2892,107,87,1504,crushing deflection hangingPiece kingsideAttack middlegame veryLong,https://lichess.org/QBztGzhN/black#34,French_Defense French_Defense_Tarrasch_Variation
Irv70,r3r1k1/p5pp/1p1BR3/2p5/3b4/q2P1Q2/5PPP/1R4K1 b - - 0 25,e8e6 f3a8 g8f7 a8b7 f7g6 b7d5,2892,92,77,114,advantage hangingPiece long middlegame,https://lichess.org/codfUsY0/black#50,
6dLaF,8/2B5/5N2/1p4p1/1Pb5/4P1pk/1K6/8 w - - 0 46,c7g3 h3g3 f6e4 g3h4 e4d6 c4f1 e3e4 g5g4,2892,107,90,679,crushing defensiveMove endgame hangingPiece master quietMove veryLong,https://lichess.org/Y4SH3FLI#91,
vHaWs,2r2k2/pp1q1pbQ/6p1/2p1r3/3pP1P1/3P2K1/PP6/5R1R b - - 5 33,f8e7 h7g7 d7e6 f1f4 c8f8 h1f1,2892,114,87,431,clearance crushing defensiveMove hangingPiece long middlegame,https://lichess.org/1WBc7F5y/black#66,
JkqTi,8/8/p3k1pp/1p2p3/3NKbPP/8/PPP5/8 b - - 0 41,e5d4 e4f4 e6d5 g4g5 h6h5 b2b4,2891,101,83,151,advantage defensiveMove endgame hangingPiece long zugzwang,https://lichess.org/jfNzl2aU/black#82,
ZzoZW,B5k1/2P2pp1/q6p/p1b5/3p1B2/5P1P/PPP2P2/4RK2 w - - 2 24,c2c4 a6a8 e1e5 c5b6 e5d5 b6c7,2891,113,87,637,advantage endgame hangingPiece long,https://lichess.org/uCHEzCOU#47,
to3m4,6k1/p1Qn2p1/b5qp/2P1p3/3p4/1P3P2/P2R1KPP/8 b - - 0 29,d7c5 c7c5 g6g5 c5d5 g8f8 f3f4 g5h4 g2g3 h4h2 d5g2 h2g2 f2g2,2890,116,90,977,advantage endgame hangingPiece veryLong,https://lichess.org/kJRhkij8/black#58,
7AQzh,4r3/3b2k1/2pP1p1p/1pN3p1/6P1/1B1R2KP/1r6/8 b - - 3 36,e8e5 c5d7 e5e2 d7c5 b2d2 g3f3,2890,113,87,394,crushing endgame hangingPiece long quietMove,https://lichess.org/p9jc44np/black#72,
uEkVJ,2r5/4bpk1/p2p2p1/qpr1p1P1/4P3/1Q3N2/PPPR1P2/2K4R w - - 2 25,f3e5 c5e5 f2f4 e5g5 f4g5 e7g5,2890,116,91,1629,advantage hangingPiece long middlegame pin,https://lichess.org/LMl6Qbou#49,
mgofW,4k3/4P3/6pp/8/1q1P4/4Q2P/2p2PP1/4R1K1 w - - 1 38,e3h6 b4e1 g1h2 e8d7 e7e8b e1e8,2890,103,90,2295,advantage endgame hangingPiece long,https://lichess.org/9DxVcDJN#75,
YXkQi,1k1r3r/p1p2p1p/QpPnp3/3p1q2/3P2p1/2P1PN2/P2B1PPP/1R2K2R w K - 2 16,f3e5 f5b1 e1e2 b1h1 e5f7 d8d7 f7d6 c7d6,2890,94,94,368,advantage hangingPiece middlegame skewer veryLong,https://lichess.org/tbw9LJVY#31,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
bnaKY,4r1k1/pp3ppp/1b3q2/8/1P3P2/P2Pp3/1B2Q1PP/R5K1 b - - 1 26,f6b2 e2b2 e3e2 d3d4 e8e4 a1c1 g7g6 b2b1,2889,99,91,1304,advantage endgame hangingPiece quietMove veryLong,https://lichess.org/Cfn0JkZR/black#52,
RAwRP,8/6p1/8/7R/1p6/1k3K2/7b/8 b - - 1 54,h2e5 h5e5 b3c3 f3e2 b4b3 e2d1 b3b2 e5e3 c3d4 e3b3 b2b1r b3b1,2888,110,91,777,crushing endgame hangingPiece veryLong,https://lichess.org/VOIjqlnf/black#108,
43915,5r2/p3q1k1/1p1p2p1/2pR2P1/1PP2r2/P3P1KR/4Q3/8 w - - 0 37,h3h7 g7h7 e2h2 f4h4 h2h4 h7g8,2888,93,72,143,crushing endgame hangingPiece long,https://lichess.org/4xGMipau#73,
dJT3J,rR6/P3R3/8/8/4k2p/5p1P/4p1r1/4K3 b - - 1 45,e4d5 b8a8 g2g1 e1d2 g1d1 d2c2 d1a1 a8d8 d5c5 e7e5,2887,115,88,375,crushing endgame hangingPiece rookEndgame veryLong,https://lichess.org/RowjWGJi/black#90,
M82cg,3n4/p1k2P2/2p3K1/P3p3/8/5P2/1P6/8 b - - 0 58,d8f7 g6f7 c7d6 f7e8 c6c5 b2b3,2887,106,87,165,crushing defensiveMove endgame hangingPiece long master zugzwang,https://lichess.org/6uJ921CS/black#116,
cJm7C,4r3/3q4/8/RQ1n3k/3P2pP/6p1/5r2/3R2K1 b - - 1 42,e8e1 d1e1 d7b5 a5b5 h5h4 e1e8,2887,106,84,214,crushing defensiveMove hangingPiece long middlegame pin,https://lichess.org/rKOAp7AA/black#84,
T4gHZ,5k2/KP3b2/8/6p1/5p2/5Pp1/1r6/8 b - - 0 49,b2b6 a7b6 f8g7 b7b8q g3g2 b8e5 g7g6 e5c5,2887,106,87,581,advancedPawn crushing endgame exposedKing hangingPiece promotion veryLong,https://lichess.org/xgp7LruM/black#98,
RxUzH,r3k2r/pQpnqppp/5n2/4B3/3P4/2PB3P/P1P4P/R3K2R b KQkq - 0 12,d7e5 b7a8 e8d7 d3f5 d7d6 a8g2 e5c4 g2e2 h8e8 e2e7 e8e7 e1f2,2887,107,87,748,advantage defensiveMove hangingPiece middlegame veryLong,https://lichess.org/yF7cMBgV/black#24,French_Defense French_Defense_Winawer_Variation
odeW3,8/2P3k1/1b4pp/3p4/1P6/5pPQ/q3r2P/2R4K b - - 2 43,b6c7 c1c7 g7f6 h3h4 g6g5 h4h6 f6f5 h6f8 f5e4 c7e7 e4d4 f8f6 d4d3 f6f3,2886,99,86,274,crushing endgame hangingPiece master veryLong,https://lichess.org/yBJshDAk/black#86,
87Tqk,6r1/5K1k/5R2/4rN2/4P3/8/8/8 b - - 10 62,e5f5 f6f5 g8g7 f7f6 h7g8 f5d5,2886,104,91,998,crushing defensiveMove endgame hangingPiece long master rookEndgame,https://lichess.org/9KdWBNWH/black#124,
g9BAM,8/pk2p2p/1P4p1/3pB3/4q3/2P2r2/1Q6/1KR5 w - - 1 36,b1a1 e4e5 b6a7 b7a7 b2b5 f3f6 b5d7 a7a8,2886,111,88,1072,crushing defensiveMove endgame hangingPiece master quietMove veryLong,https://lichess.org/zVAj8lzk#71,
DSBQ7,6k1/5p2/1Pb2Qp1/4p2p/4P3/5P1P/6PK/8 w - - 5 44,f6f7 g8f7 h2g3 f7g7,2886,92,82,320,advantage defensiveMove endgame hangingPiece master short,https://lichess.org/uk5ngYht#87,
qurXf,r2q3r/ppp3p1/4kn1p/2b1N3/3nP1b1/P2P4/1PP3PP/RNBQ1R1K w - - 1 12,f1f6 e6e5 d1g4 e5f6,2885,99,91,1182,advantage hangingPiece middlegame short,https://lichess.org/G7mPYuPm#23,Kings_Gambit Kings_Gambit_Other_variations
K65uS,Q6b/3k1p1P/2r2P2/4B3/3P2P1/8/1q2N2K/8 w - - 18 64,a8h8 b2e2 h2h3 e2e3 e5g3 e3h6,2885,107,87,254,crushing endgame exposedKing hangingPiece long,https://lichess.org/3cKbZTCf#127,
7PVBp,r1k2b2/pp2pQpr/2p2n1p/4P3/4qBP1/8/PPP2P1P/3R1RK1 b - - 4 19,e4f4 f7f8 c8c7 f8e7 c7b6 d1d3 f4g4 g1h1,2885,123,83,415,crushing hangingPiece master middlegame quietMove veryLong,https://lichess.org/TGwv50NH/black#38,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation
6bqRy,8/5R2/1k2pr2/1p6/p7/5P2/6PP/6K1 b - - 1 42,b6a5 f7f6 b5b4 f6f8 a5b5 f8b8,2885,111,88,469,crushing endgame hangingPiece long quietMove rookEndgame,https://lichess.org/o3LUnzZC/black#84,
tg49N,8/5k1p/2p5/bp1p2p1/1P1K4/2P5/8/8 b - - 0 51,h7h6 b4a5 c6c5 d4e3 g5g4 a5a6,2885,105,91,344,crushing endgame hangingPiece long,https://lichess.org/MFqHCR3v/black#102,
3lSsj,r4r1k/pp5p/2p1P1p1/2qpR3/5PQ1/3Bn3/PP4PP/5R1K w - - 6 25,e5e3 c5e3 d3g6 h7g6 g4g6 e3e5 f4f5 f8f6,2884,120,90,1923,advantage hangingPiece middlegame veryLong,https://lichess.org/VAP7D9Cv#49,
UQtgg,8/6k1/Q4rpp/2p5/2P3P1/1P1P4/8/6K1 w - - 1 56,a6f6 g7f6 g1g2 h6h5 g2g3 f6g5 g4h5 g6h5,2884,107,76,189,crushing endgame hangingPiece master veryLong,https://lichess.org/87toJ5sc#111,
B30SL,2kr3r/1bpR1p2/1pn4p/p1q3p1/P1N3B1/2Q5/2P2R1P/2K5 b - - 0 24,d8d7 c3h8 c6d8 g4d7 c8d7 f2d2 b7d5 h8d4 c5d4 d2d4 c7c6 c4b6,2884,106,90,1836,advantage attraction capturingDefender hangingPiece intermezzo middlegame pin veryLong,https://lichess.org/1bdHWvip/black#48,
